"","CustomerID","recency","frequenci","monitery","country","group"
"206","12600",51,10,5.56031233206383,"Germany",4
"207","12601",212,5,4.748508334803,"Germany",3
"208","12602",81,1,5.03122192770464,"France",4
"209","12603",44,1,6.60556852032747,"Germany",2
"210","12604",102,2,4.84489549689398,"France",4
"211","12607",83,1,7.36486995133954,"USA",2
"212","12609",101,3,5.92856911979657,"Germany",2
"213","12610",45,5,6.04003563966393,"Italy",2
"214","12611",75,1,7.08449461747986,"Italy",2
"215","12612",97,1,6.55683517272577,"Germany",2
"216","12613",80,5,6.50559869167801,"Germany",2
"217","12614",300,1,5.75447558897172,"Germany",3
"218","12615",25,4,6.35053225111177,"France",2
"219","12616",118,2,5.87675490872405,"France",2
"220","12617",52,1,5.87360963386847,"France",2
"221","12618",44,1,5.1778996130689,"Italy",4
"222","12619",39,9,6.00285498462401,"Germany",2
"223","12620",37,3,6.10137220880953,"France",2
"224","12621",24,20,6.5286645392517,"Germany",2
"225","12622",255,1,5.19351225218191,"Germany",3
"226","12623",299,1,5.72063959172262,"Germany",3
"227","12624",129,2,5.77008506391026,"France",2
"228","12625",234,2,7.20184925119927,"Germany",2
"229","12626",46,9,6.60069857651916,"Germany",2
"230","12627",33,7,6.46113999750893,"Germany",2
"231","12628",27,3,5.56892957430422,"Germany",4
"232","12630",32,2,6.45431767232488,"Finland",2
"233","12631",80,1,6.46224912133679,"Finland",2
"234","12633",81,4,6.2934100366596,"Germany",2
"235","12635",112,2,6.73885130250553,"Germany",2
"236","12637",90,8,6.62371656144515,"France",2
"237","12638",56,1,6.50979692456337,"Sweden",2
"238","12639",261,1,6.18641436405141,"Sweden",3
"239","12640",46,3,5.9700536272023,"France",2
"240","12641",138,1,5.2252088947274,"Sweden",4
"241","12642",48,3,5.82231584602428,"Germany",2
"242","12643",151,6,6.32335487422408,"France",2
"243","12644",152,1,6.16942243024487,"Germany",2
"244","12645",56,4,6.09536274409884,"Germany",2
"245","12646",27,2,6.51246572388748,"USA",2
"246","12647",45,12,5.73733007480954,"Germany",2
"247","12648",177,1,5.76220860312481,"Germany",3
"248","12649",130,3,5.33675251481575,"Germany",4
"249","12650",26,1,5.75079327892556,"France",2
"250","12651",357,1,4.7361984483945,"France",3
"251","12652",354,1,6.82435193067635,"France",3
"252","12653",171,2,7.00753273834519,"Israel",2
"253","12654",33,5,4.79078630973148,"Germany",4
"254","12656",40,5,6.69732309483501,"France",2
"255","12657",34,4,6.0180943066074,"France",2
"256","12658",41,1,6.53095051136718,"Germany",2
"257","12659",52,1,4.51830425296643,"France",4
"258","12660",34,1,5.50166629053407,"France",4
"259","12662",23,11,5.8578760099936,"Germany",2
"260","12664",31,9,6.29606109322446,"Finland",2
"261","12665",347,1,4.14313472639153,"Germany",3
"262","12667",81,1,6.42992913347925,"Finland",2
"263","12668",34,4,6.85834179558963,"Germany",2
"264","12669",173,3,6.81857063306251,"France",2
"265","12670",33,5,6.39561212098231,"France",2
"266","12672",352,1,5.42009242347396,"France",3
"267","12673",28,2,5.72116387248698,"Germany",2
"268","12674",61,4,6.19979898276848,"France",2
"269","12676",47,6,5.40221931901955,"Sweden",4
"270","12678",65,12,7.29236327068252,"France",2
"271","12679",81,4,5.62853795944614,"France",4
"272","12680",23,4,5.37390014349948,"France",4
"273","12681",37,22,6.44047811137784,"France",2
"274","12682",26,31,5.98240915438787,"France",2
"275","12683",27,15,6.3370109647271,"France",2
"276","12684",30,7,5.78761141210036,"France",2
"277","12685",51,6,6.1678937781971,"France",2
"278","12686",394,1,4.49020816751841,"France",3
"279","12688",136,1,8.49163125106996,"Israel",2
"280","12689",48,2,6.43583781953113,"France",2
"281","12690",228,1,5.9636050502289,"France",3
"282","12691",51,6,5.15116988476174,"France",4
"283","12693",150,4,5.36587086930732,"Germany",4
"284","12694",93,2,6.07496664878749,"France",2
"285","12695",30,4,4.9803478931578,"France",4
"286","12697",51,3,5.76580742274753,"Sweden",2
"287","12700",30,4,7.11882422476853,"France",2
"288","12701",102,2,5.98859794231968,"Germany",2
"289","12702",42,1,5.3890717298165,"Germany",4
"290","12703",94,1,5.64738847446004,"Germany",4
"291","12704",30,8,5.67882357661501,"Finland",2
"292","12705",38,9,6.63744586860042,"Germany",2
"293","12707",314,1,6.40261347168444,"France",3
"294","12708",52,10,5.60319204550608,"Germany",2
"295","12709",38,15,6.47558884216354,"Germany",2
"296","12710",119,3,5.94805239546954,"Germany",2
"297","12712",51,13,5.82353052996321,"Germany",2
"298","12713",23,1,6.74352901045727,"Germany",2
"299","12714",32,5,6.84776320706383,"France",2
"300","12715",129,1,5.86890135468486,"Sweden",2
"301","12716",26,2,6.26671656047029,"France",2
"302","12717",174,2,6.24511790462676,"Greece",2
"303","12718",94,1,5.47332054253431,"France",4
"304","12719",28,2,5.7760256138512,"France",2
"305","12720",25,25,5.44358239997301,"Germany",2
"306","12721",54,6,6.0928659859536,"France",2
"307","12722",108,4,5.51908810496699,"France",4
"308","12723",26,5,4.97683028948389,"France",4
"309","12724",28,4,5.5523877160094,"France",4
"310","12725",394,1,6.05865579664831,"Italy",3
"311","12726",51,7,5.92085046420852,"France",2
"312","12727",33,7,6.34330281315519,"France",2
"313","12728",94,4,5.34272891091882,"France",4
"314","12729",136,1,6.11591420029457,"France",2
"315","12731",46,12,7.36179412572502,"France",2
"316","12732",202,1,5.46493289352037,"France",3
"317","12733",257,1,5.95051233577655,"USA",3
"318","12734",375,1,4.70411013384299,"France",3
"319","12735",338,2,5.96559530506059,"France",3
"320","12736",355,1,5.4553211153577,"France",3
"321","12738",395,1,5.04568063583906,"Germany",3
"322","12739",101,2,6.22756380958241,"United Arab Emirates",2
"323","12740",86,1,6.05818817915089,"France",2
"324","12743",157,2,5.61025903102105,"Unspecified",4
"325","12744",74,7,8.019579429182,"Singapore",2
"326","12747",25,11,5.94399407993709,"United Kingdom",2
"327","12748",23,209,5.08350415300149,"United Kingdom",1
"328","12749",26,5,6.70707747238359,"United Kingdom",2
"329","12750",151,1,5.61996598856309,"Poland",4
"330","12752",104,1,8.3817811743828,"Norway",2
"331","12753",45,6,8.18075915406542,"Japan",2
"332","12754",258,3,6.91132888603543,"Japan",3
"333","12755",303,2,7.55274896765383,"Japan",3
"334","12756",109,1,4.71921290202875,"Japan",4
"335","12757",38,13,6.40422350313743,"Portugal",2
"336","12758",139,2,7.24121942440154,"Portugal",2
"337","12759",75,3,6.23535145956009,"Netherlands",2
"338","12762",30,2,6.85568273368903,"Portugal",2
"339","12763",161,2,5.50955026683641,"Japan",4
"340","12764",339,1,7.4347770344502,"Lebanon",3
"341","12766",26,7,6.90627275201047,"Portugal",2
"342","12769",261,1,7.04193646044816,"Brazil",3
"343","12770",233,1,7.20893336910169,"Japan",2
"344","12772",82,1,6.79399289964347,"Portugal",2
"345","12775",40,5,5.62476812692817,"Netherlands",4
"346","12778",42,6,4.92026069204271,"Netherlands",4
"347","12779",60,8,6.20993720677229,"Poland",2
"348","12781",86,2,6.02434307567392,"Czech Republic",2
"349","12782",27,5,6.14458040597839,"Portugal",2
"350","12783",25,6,5.91616163052322,"Portugal",2
"351","12784",32,2,5.66021365550941,"Portugal",4
"352","12785",387,1,5.7428429185568,"Portugal",3
"353","12787",32,3,5.04053923633864,"Netherlands",4
"354","12789",88,1,4.52015681166113,"Netherlands",4
"355","12790",215,1,5.78357899818275,"Netherlands",3
"356","12791",396,1,5.26061549936403,"Netherlands",3
"357","12792",279,1,5.99281363667728,"Portugal",3
"358","12793",357,2,5.60851896042969,"Portugal",3
"359","12794",76,2,6.06426183926725,"Portugal",2
"360","12795",41,1,6.06490086518116,"Portugal",2
"361","12797",388,1,5.53745237028029,"Portugal",3
"362","12798",33,3,7.75176774837781,"Japan",2
"363","12802",209,1,6.05814140537226,"Netherlands",3
"364","12808",59,3,5.08274921596045,"Portugal",4
"365","12809",200,1,6.19299623544573,"Portugal",3
"366","12811",283,3,5.14526330743465,"Portugal",3
"367","12812",67,1,5.43651286529944,"Japan",4
"368","12814",124,1,4.83564678466909,"Poland",4
"369","12815",170,2,6.2761358417134,"Poland",2
"370","12816",118,2,5.65634140005607,"Poland",4
"371","12817",304,1,5.11222872318484,"Austria",3
"372","12818",284,1,7.34088743345197,"Austria",3
"373","12820",26,4,5.46207178251799,"United Kingdom",4
"374","12821",237,1,4.5295841990315,"United Kingdom",3
"375","12822",93,2,6.16213516116107,"United Kingdom",2
"376","12823",97,5,5.86334704432754,"United Kingdom",2
"377","12824",82,1,5.98423850201624,"United Kingdom",2
"378","12826",25,7,5.35031327119004,"United Kingdom",4
"379","12827",28,3,4.96552169639925,"United Kingdom",4
"380","12828",25,6,5.13453293075249,"United Kingdom",4
"381","12829",359,2,4.98702542845712,"United Kingdom",3
"382","12830",60,6,7.0350690488558,"United Kingdom",2
"383","12831",285,1,5.37087055922975,"United Kingdom",3
"384","12832",55,2,5.25496613453487,"United Kingdom",4
"385","12833",168,1,6.03399707782668,"United Kingdom",2
"386","12834",305,1,5.74422039542958,"United Kingdom",3
"387","12836",82,4,6.48190632470282,"United Kingdom",2
"388","12837",196,1,4.89858579028763,"United Kingdom",3
"389","12838",56,2,5.83353799764874,"United Kingdom",2
"390","12839",25,14,5.98993122931971,"United Kingdom",2
"391","12840",166,4,6.52457867640122,"United Kingdom",2
"392","12841",27,25,5.08074576306065,"United Kingdom",4
"393","12842",93,2,6.32703459116156,"United Kingdom",2
"394","12843",88,8,5.36027051724375,"United Kingdom",4
"395","12844",52,2,5.09362749389207,"United Kingdom",4
"396","12845",290,4,4.4832567569892,"United Kingdom",3
"397","12847",45,1,6.77026176178402,"United Kingdom",2
"398","12849",54,2,6.26424552261308,"United Kingdom",2
"399","12851",119,1,4.90660722367221,"United Kingdom",4
"400","12852",317,1,5.74155983899023,"United Kingdom",3
"401","12853",157,6,5.78745959548287,"United Kingdom",2
"402","12854",101,3,6.09017802004401,"United Kingdom",2
"403","12855",395,1,3.64021428213266,"United Kingdom",3
"404","12856",30,6,5.8952885759478,"United Kingdom",2
"405","12857",233,2,6.3157195997906,"United Kingdom",3
"406","12863",75,1,6.25613384525069,"United Kingdom",2
"407","12864",161,1,4.99124858029607,"United Kingdom",4
"408","12865",49,2,6.66455569326688,"Austria",2
"409","12866",306,1,6.32636411916887,"Belgium",3
"410","12867",49,7,6.35730238323855,"United Kingdom",2
"411","12868",208,6,5.59040223246461,"United Kingdom",3
"412","12871",107,2,5.2487068659947,"United Kingdom",4
"413","12872",349,2,5.70373247340616,"United Kingdom",3
"414","12873",305,1,5.92425579741453,"United Kingdom",3
"415","12875",166,2,5.14525359582102,"United Kingdom",4
"416","12876",80,2,7.01122300444226,"Belgium",2
"417","12877",26,12,4.85188051312419,"United Kingdom",4
"418","12878",259,2,6.05794259240198,"United Kingdom",3
"419","12879",67,3,5.25265729851251,"United Kingdom",4
"420","12881",298,1,5.6970934865054,"United Kingdom",3
"421","12882",32,2,6.59512456116639,"United Kingdom",2
"422","12883",47,4,5.16973087060203,"United Kingdom",4
"423","12884",111,1,5.73350307610528,"United Kingdom",2
"424","12885",86,3,5.9705983544266,"United Kingdom",2
"425","12886",90,2,6.53553150465377,"United Kingdom",2
"426","12888",237,2,5.1764886581829,"United Kingdom",3
"427","12890",47,1,5.94140733056661,"United Kingdom",2
"428","12891",208,3,4.70350608670895,"United Kingdom",3
"429","12893",53,1,5.23718636654381,"United Kingdom",4
"430","12895",65,2,5.22789490225149,"United Kingdom",4
"431","12897",227,2,4.6844433668826,"United Kingdom",3
"432","12901",31,28,6.4465437429059,"United Kingdom",2
"433","12902",287,1,4.93216912081682,"United Kingdom",3
"434","12904",41,2,5.54043967646003,"United Kingdom",4
"435","12906",34,5,6.36983591221803,"United Kingdom",2
"436","12908",199,2,5.92692602597041,"United Kingdom",3
"437","12909",62,5,6.07703196542422,"United Kingdom",2
"438","12910",46,8,5.95163164660626,"United Kingdom",2
"439","12912",25,5,5.80651955210731,"United Kingdom",2
"440","12913",27,5,6.2080385662235,"United Kingdom",2
"441","12915",171,2,5.2030446860406,"United Kingdom",4
"442","12916",161,4,6.62212110814766,"United Kingdom",2
"443","12917",151,1,6.38687931936265,"United Kingdom",2
"444","12919",31,6,5.40506941357684,"United Kingdom",4
"445","12920",40,1,5.10126788434947,"United Kingdom",4
"446","12921",32,37,6.10546204828307,"United Kingdom",2
"447","12922",184,1,6.00482489880982,"United Kingdom",3
"448","12923",87,1,5.17598022668309,"United Kingdom",4
"449","12924",111,4,5.45286082636999,"United Kingdom",4
"450","12925",27,2,5.84939682346117,"United Kingdom",2
"451","12928",58,5,6.02233317077045,"United Kingdom",2
"452","12929",334,1,4.76941262938214,"United Kingdom",3
"453","12930",101,2,5.33705719486397,"United Kingdom",4
"454","12931",44,15,7.93870619028382,"United Kingdom",2
"455","12933",47,3,5.31078926804336,"United Kingdom",4
"456","12935",25,7,5.73227737319631,"United Kingdom",2
"457","12936",40,4,5.58340231940243,"United Kingdom",4
"458","12937",38,4,5.92976864855447,"United Kingdom",2
"459","12938",48,1,4.73742576510856,"United Kingdom",4
"460","12939",87,8,7.27774863778205,"United Kingdom",2
"461","12940",77,2,6.12417998192946,"United Kingdom",2
"462","12942",154,3,5.42919941943594,"United Kingdom",4
"463","12944",58,2,5.71127103195526,"United Kingdom",2
"464","12945",311,1,6.13761905689406,"United Kingdom",3
"465","12947",166,6,5.58849008476501,"United Kingdom",4
"466","12948",39,7,5.68695114297162,"United Kingdom",2
"467","12949",53,8,6.25556288412531,"United Kingdom",2
"468","12950",25,3,6.42053766900171,"United Kingdom",2
"469","12951",31,6,5.17809698798319,"United Kingdom",4
"470","12952",28,4,5.84917347167037,"United Kingdom",2
"471","12953",32,1,5.79863800566888,"United Kingdom",2
"472","12955",24,11,6.06951085771196,"United Kingdom",2
"473","12956",329,1,4.68277916531507,"United Kingdom",3
"474","12957",32,8,6.21898351232284,"United Kingdom",2
"475","12962",30,2,4.8918142198642,"United Kingdom",4
"476","12963",31,8,5.44707675372488,"United Kingdom",4
"477","12965",112,1,6.64886796291788,"United Kingdom",2
"478","12966",32,1,5.07629818289554,"United Kingdom",4
"479","12967",381,2,6.72196772254501,"United Kingdom",3
"480","12968",135,1,4.91228717107848,"United Kingdom",4
"481","12970",30,4,4.72791865124714,"United Kingdom",4
"482","12971",26,86,4.86842046212468,"United Kingdom",1
"483","12974",220,1,4.97535347995162,"United Kingdom",3
"484","12976",234,1,6.60475650241846,"United Kingdom",3
"485","12977",179,1,3.66969663469716,"United Kingdom",4
"486","12980",180,9,6.70861304445784,"United Kingdom",2
"487","12981",52,2,5.22633789675587,"United Kingdom",4
"488","12982",265,1,5.96753039681235,"United Kingdom",3
"489","12984",41,1,4.5798523780038,"United Kingdom",4
"490","12985",23,2,6.42921935299746,"United Kingdom",2
"491","12987",96,2,5.63246547590516,"United Kingdom",4
"492","12988",315,1,6.28286469892817,"United Kingdom",3
"493","12989",26,15,6.13471460183835,"United Kingdom",2
"494","12990",54,3,4.91632461462501,"United Kingdom",4
"495","12991",46,2,5.52895278362054,"United Kingdom",4
"496","12993",46,4,4.64140567857019,"United Kingdom",4
"497","12994",27,3,5.78323013352844,"United Kingdom",2
"498","12995",108,1,5.35337357229611,"United Kingdom",4
"499","12997",45,4,5.72594343002051,"United Kingdom",2
"500","12999",219,3,5.02361732831942,"United Kingdom",3
"501","13000",129,3,5.18337404508403,"United Kingdom",4
"502","13001",27,13,6.62710687373404,"United Kingdom",2
"503","13002",341,1,4.79537723705604,"United Kingdom",3
"504","13003",128,3,3.90566953145597,"United Kingdom",4
"505","13004",34,18,5.75008453724813,"United Kingdom",2
"506","13005",196,2,5.54849225691328,"United Kingdom",3
"507","13006",79,1,4.40146154731249,"United Kingdom",4
"508","13008",346,1,5.43577230200188,"United Kingdom",3
"509","13011",395,1,3.92296294546648,"United Kingdom",3
"510","13012",32,8,5.33623915954659,"United Kingdom",4
"511","13013",24,13,5.91369841274048,"United Kingdom",2
"512","13014",33,10,5.84825215878489,"United Kingdom",2
"513","13015",76,5,6.50616664761989,"United Kingdom",2
"514","13016",96,3,5.57328140659177,"United Kingdom",4
"515","13017",30,1,5.31811999384422,"United Kingdom",4
"516","13018",39,28,5.56036564703191,"United Kingdom",2
"517","13021",27,9,5.6723223846305,"United Kingdom",2
"518","13023",87,2,5.84339947899212,"United Kingdom",2
"519","13026",24,5,5.27336872118407,"United Kingdom",4
"520","13027",136,6,7.04925484125584,"United Kingdom",2
"521","13028",45,2,5.8010906571232,"United Kingdom",2
"522","13029",53,3,6.03028453895756,"United Kingdom",2
"523","13030",34,2,5.9908143357664,"United Kingdom",2
"524","13032",75,2,6.22473663121823,"United Kingdom",2
"525","13033",380,1,5.24991462731987,"United Kingdom",3
"526","13034",77,2,5.77263978139911,"United Kingdom",2
"527","13035",96,2,6.13326788268234,"United Kingdom",2
"528","13037",161,3,5.68252478927626,"United Kingdom",2
"529","13038",103,3,5.71313856958023,"United Kingdom",2
"530","13040",31,2,5.82450932119449,"United Kingdom",2
"531","13043",296,1,6.24692038788944,"United Kingdom",3
"532","13044",314,1,6.32877571744017,"United Kingdom",3
"533","13045",122,1,5.72122938825992,"United Kingdom",2
"534","13046",53,2,5.75147680051886,"United Kingdom",2
"535","13047",54,10,5.77998396814978,"United Kingdom",2
"536","13048",37,4,6.1290011892512,"United Kingdom",2
"537","13049",87,2,5.79404965686637,"United Kingdom",2
"538","13050",37,17,5.83873491593617,"United Kingdom",2
"539","13052",235,1,5.85263342138856,"United Kingdom",3
