CustomerID,recency,frequenci,monitery,country,group
12436,122,1,509.01,Norway,2
12437,24,18,275.0783333,France,2
12438,37,2,1453.425,Norway,2
12441,389,1,173.55,France,3
12442,26,1,172.06,Spain,4
12444,44,5,1001.092,Norway,2
12445,45,1,133.4,Spain,4
12446,80,1,1002.31,RSA,2
12447,266,1,476.49,Belgium,3
12448,67,1,449.45,Spain,2
12449,45,4,1016.8225,Belgium,2
12450,179,2,98.94,Spain,4
12451,33,5,1807.104,Switzerland,2
12452,39,2,215.285,Switzerland,4
12453,157,1,707.09,Austria,2
12454,79,1,3528.34,Spain,2
12455,96,6,411.1433333,Spain,2
12456,67,3,1060.346667,Switzerland,2
12457,89,7,337.6042857,Switzerland,2
12458,94,2,473.7,Switzerland,2
12461,117,2,413.44,Switzerland,2
12462,41,2,594.795,Spain,2
12463,76,4,336.195,Belgium,2
12464,33,8,151.50625,Belgium,4
12465,40,2,371.095,Belgium,2
12468,210,2,364.77,Germany,3
12471,25,30,660.8016667,Germany,2
12472,55,7,938.8728571,Germany,2
12473,52,5,787.71,Germany,2
12474,40,18,409.7661111,Germany,2
12475,76,1,723.38,Germany,2
12476,38,11,619.6745455,Germany,2
12477,45,6,2203.29,Germany,2
12478,26,1,680.99,Greece,2
12479,34,1,527.2,Germany,2
12480,51,4,820.4075,Germany,2
12481,45,10,559.632,Germany,2
12483,40,8,310.6225,Sweden,2
12484,55,6,756.9533333,Spain,2
12488,32,3,432.8866667,France,2
12489,359,1,334.93,France,3
12490,28,10,541.793,France,2
12491,61,1,460.4,France,2
12492,86,2,131.605,Germany,4
12493,188,2,216.87,France,3
12494,38,7,178.0142857,France,4
12497,104,1,1043.1,Germany,2
12498,44,3,134.5666667,Germany,4
12500,46,11,387.0745455,Germany,2
12501,359,1,2169.39,Germany,3
12502,118,5,744.774,Spain,2
12504,41,2,241.025,Germany,4
12506,255,1,73.5,France,3
12507,157,3,434.9366667,Spain,2
12508,49,2,199.135,France,4
12509,307,1,176.5,France,3
12510,165,2,491.285,Spain,2
12512,89,2,69.015,Israel,4
12513,135,1,612.29,France,2
12514,290,1,1017.68,Italy,3
12515,376,1,383.7,Italy,3
12516,100,2,656.03,Germany,2
12517,51,5,500.568,Germany,2
12518,23,5,411.378,Germany,2
12519,86,1,340.84,Germany,2
12520,102,5,526.852,Germany,2
12521,165,1,599.68,Germany,2
12522,62,2,96.36,Germany,4
12523,42,11,162.7063636,France,4
12524,32,8,560.715,Germany,2
12526,23,3,438.8866667,Germany,2
12527,104,3,116.2366667,Germany,4
12528,32,6,322.2466667,Germany,2
12530,82,4,415.57,Germany,2
12531,37,1,125.22,Germany,4
12532,53,1,349.83,France,2
12534,153,1,1089.18,Germany,2
12535,114,2,358.175,France,2
12536,66,3,4200.61,France,2
12538,52,1,363.95,Spain,2
12539,45,4,1392.0875,Spain,2
12540,42,17,788.2494118,Spain,2
12541,52,3,327.06,Spain,2
12544,59,1,372.7,Spain,2
12545,98,2,500.195,Spain,2
12546,69,2,580.75,Spain,2
12547,220,2,103.9,Spain,3
12548,189,1,95.2,Spain,4
12550,102,1,964.83,Spain,2
12551,380,1,168,Spain,3
12552,61,2,218.91,Italy,4
12553,31,10,369.228,France,2
12556,73,2,301.855,Spain,2
12557,39,5,2398.192,Spain,2
12558,30,1,269.96,USA,4
12559,333,2,280.855,Germany,3
12560,28,3,711.3366667,Germany,2
12561,325,1,238.85,Germany,3
12562,31,7,540.2485714,France,2
12564,284,1,456.9,France,3
12565,311,1,145.92,Saudi Arabia,3
12566,109,1,351.65,Germany,2
12567,45,10,940.128,France,2
12569,25,32,128.8965625,Germany,4
12571,62,2,259.805,France,4
12572,31,2,510.21,Germany,2
12573,250,1,160.54,France,3
12574,338,1,218.45,France,3
12576,58,5,263.166,Poland,4
12577,58,3,219.2666667,France,4
12578,44,2,1397.255,Italy,2
12579,101,1,440.42,France,2
12580,269,1,415.7,Germany,3
12581,62,1,197.71,Germany,4
12582,261,2,255.68,Finland,3
12583,25,15,485.4253333,France,2
12584,26,9,259.7944444,Italy,4
12585,257,2,1020.05,Germany,3
12586,40,1,196.94,Italy,4
12587,30,1,144,Finland,4
12588,62,1,214.9,Finland,4
12589,51,2,323.34,France,2
12590,234,2,4932.13,Germany,2
12591,340,1,452.85,Italy,3
12592,115,2,218.8,Germany,4
12593,131,3,139.3666667,France,4
12594,60,10,333.822,Italy,2
12596,74,2,309.135,Spain,2
12597,42,4,952.805,Spain,2
12598,32,8,377.885,France,2
12599,52,7,147.5114286,France,4
12600,51,10,259.904,Germany,4
12601,212,5,115.412,Germany,3
12602,81,1,153.12,France,4
12603,44,1,739.2,Germany,2
12604,102,2,127.09,France,4
12607,83,1,1579.51,USA,2
12609,101,3,375.6166667,Germany,2
12610,45,5,419.908,Italy,2
12611,75,1,1193.32,Italy,2
12612,97,1,704.04,Germany,2
12613,80,5,668.876,Germany,2
12614,300,1,315.6,Germany,3
12615,25,4,572.7975,France,2
12616,118,2,356.65,France,2
12617,52,1,355.53,France,2
12618,44,1,177.31,Italy,4
12619,39,9,404.5822222,Germany,2
12620,37,3,446.47,France,2
12621,24,20,684.4835,Germany,2
12622,255,1,180.1,Germany,3
12623,299,1,305.1,Germany,3
12624,129,2,320.565,France,2
12625,234,2,1341.91,Germany,2
12626,46,9,735.6088889,Germany,2
12627,33,7,639.79,Germany,2
12628,27,3,262.1533333,Germany,4
12630,32,2,635.44,Finland,2
12631,80,1,640.5,Finland,2
12633,81,4,540.995,Germany,2
12635,112,2,844.59,Germany,2
12637,90,8,752.7375,France,2
12638,56,1,671.69,Sweden,2
12639,261,1,486.1,Sweden,3
12640,46,3,391.5266667,France,2
12641,138,1,185.9,Sweden,4
12642,48,3,337.7533333,Germany,2
12643,151,6,557.44,France,2
12644,152,1,477.91,Germany,2
12645,56,4,443.795,Germany,2
12646,27,2,673.485,USA,2
12647,45,12,310.235,Germany,2
12648,177,1,318.05,Germany,3
12649,130,3,207.8366667,Germany,4
12650,26,1,314.44,France,2
12651,357,1,114,France,3
12652,354,1,919.98,France,3
12653,171,2,1104.925,Israel,2
12654,33,5,120.396,Germany,4
12656,40,5,810.234,France,2
12657,34,4,410.795,France,2
12658,41,1,686.05,Germany,2
12659,52,1,91.68,France,4
12660,34,1,245.1,France,4
12662,23,11,349.98,Germany,2
12664,31,9,542.4311111,Finland,2
12665,347,1,63,Germany,3
12667,81,1,620.13,Finland,2
12668,34,4,951.7875,Germany,2
12669,173,3,914.6766667,France,2
12670,33,5,599.21,France,2
12672,352,1,225.9,France,3
12673,28,2,305.26,Germany,2
12674,61,4,492.65,France,2
12676,47,6,221.8983333,Sweden,4
12678,65,12,1469.038333,France,2
12679,81,4,278.255,France,4
12680,23,4,215.7025,France,4
12681,37,22,626.7063636,France,2
12682,26,31,396.3941935,France,2
12683,27,15,565.1046667,France,2
12684,30,7,326.2328571,France,2
12685,51,6,477.18,France,2
12686,394,1,89.14,France,3
12688,136,1,4873.81,Israel,2
12689,48,2,623.805,France,2
12690,228,1,389.01,France,3
12691,51,6,172.6333333,France,4
12693,150,4,213.9775,Germany,4
12694,93,2,434.835,France,2
12695,30,4,145.525,France,4
12697,51,3,319.1966667,Sweden,2
12700,30,4,1234.9975,France,2
12701,102,2,398.855,Germany,2
12702,42,1,219,Germany,4
12703,94,1,283.55,Germany,4
12704,30,8,292.605,Finland,2
12705,38,9,763.1433333,Germany,2
12707,314,1,603.42,France,3
12708,52,10,271.291,Germany,2
12709,38,15,649.1013333,Germany,2
12710,119,3,383.0066667,Germany,2
12712,51,13,338.1638462,Germany,2
12713,23,1,848.55,Germany,2
12714,32,5,941.772,France,2
12715,129,1,353.86,Sweden,2
12716,26,2,526.745,France,2
12717,174,2,515.49,Greece,2
12718,94,1,238.25,France,4
12719,28,2,322.475,France,2
12720,25,25,231.2692,Germany,2
12721,54,6,442.6883333,France,2
12722,108,4,249.4075,France,4
12723,26,5,145.014,France,4
12724,28,4,257.8525,France,4
12725,394,1,427.8,Italy,3
12726,51,7,372.7285714,France,2
12727,33,7,568.6714286,France,2
12728,94,4,209.0825,France,4
12729,136,1,453.01,France,2
12731,46,12,1574.659167,France,2
12732,202,1,236.26,France,3
12733,257,1,383.95,USA,3
12734,375,1,110.4,France,3
12735,338,2,389.785,France,3
12736,355,1,234,France,3
12738,395,1,155.35,Germany,3
12739,101,2,506.52,United Arab Emirates,2
12740,86,1,427.6,France,2
12743,157,2,273.215,Unspecified,4
12744,74,7,3039.898571,Singapore,2
12747,25,11,381.4554545,United Kingdom,2
12748,23,209,161.3384211,United Kingdom,1
12749,26,5,818.176,United Kingdom,2
12750,151,1,275.88,Poland,4
12752,104,1,4366.78,Norway,2
12753,45,6,3571.565,Japan,2
12754,258,3,1003.58,Japan,3
12755,303,2,1905.975,Japan,3
12756,109,1,112.08,Japan,4
12757,38,13,604.3923077,Portugal,2
12758,139,2,1395.795,Portugal,2
12759,75,3,510.48,Netherlands,2
12762,30,2,949.26,Portugal,2
12763,161,2,247.04,Japan,4
12764,339,1,1693.88,Lebanon,3
12766,26,7,998.5185714,Portugal,2
12769,261,1,1143.6,Brazil,3
12770,233,1,1351.45,Japan,2
12772,82,1,892.47,Portugal,2
12775,40,5,277.208,Netherlands,4
12778,42,6,137.0383333,Netherlands,4
12779,60,8,497.67,Poland,2
12781,86,2,413.37,Czech Republic,2
12782,27,5,466.184,Portugal,2
12783,25,6,370.985,Portugal,2
12784,32,2,287.21,Portugal,4
12785,387,1,311.95,Portugal,3
12787,32,3,154.5533333,Netherlands,4
12789,88,1,91.85,Netherlands,4
12790,215,1,324.92,Netherlands,3
12791,396,1,192.6,Netherlands,3
12792,279,1,400.54,Portugal,3
12793,357,2,272.74,Portugal,3
12794,76,2,430.205,Portugal,2
12795,41,1,430.48,Portugal,2
12797,388,1,254.03,Portugal,3
12798,33,3,2325.68,Japan,2
12802,209,1,427.58,Netherlands,3
12808,59,3,161.2166667,Portugal,4
12809,200,1,489.31,Portugal,3
12811,283,3,171.6166667,Portugal,3
12812,67,1,229.64,Japan,4
12814,124,1,125.92,Poland,4
12815,170,2,531.73,Poland,2
12816,118,2,286.1,Poland,4
12817,304,1,166.04,Austria,3
12818,284,1,1542.08,Austria,3
12820,26,4,235.585,United Kingdom,4
12821,237,1,92.72,United Kingdom,3
12822,93,2,474.44,United Kingdom,2
12823,97,5,351.9,United Kingdom,2
12824,82,1,397.12,United Kingdom,2
12826,25,7,210.6742857,United Kingdom,4
12827,28,3,143.3833333,United Kingdom,4
12828,25,6,169.785,United Kingdom,4
12829,359,2,146.5,United Kingdom,3
12830,60,6,1135.773333,United Kingdom,2
12831,285,1,215.05,United Kingdom,3
12832,55,2,191.515,United Kingdom,4
12833,168,1,417.38,United Kingdom,2
12834,305,1,312.38,United Kingdom,3
12836,82,4,653.215,United Kingdom,2
12837,196,1,134.1,United Kingdom,3
12838,56,2,341.565,United Kingdom,2
12839,25,14,399.3871429,United Kingdom,2
12840,166,4,681.6925,United Kingdom,2
12841,27,25,160.894,United Kingdom,4
12842,93,2,559.495,United Kingdom,2
12843,88,8,212.7825,United Kingdom,4
12844,52,2,162.98,United Kingdom,4
12845,290,4,88.5225,United Kingdom,3
12847,45,1,871.54,United Kingdom,2
12849,54,2,525.445,United Kingdom,2
12851,119,1,135.18,United Kingdom,4
12852,317,1,311.55,United Kingdom,3
12853,157,6,326.1833333,United Kingdom,2
12854,101,3,441.5,United Kingdom,2
12855,395,1,38.1,United Kingdom,3
12856,30,6,363.3216667,United Kingdom,2
12857,233,2,553.2,United Kingdom,3
12863,75,1,521.2,United Kingdom,2
12864,161,1,147.12,United Kingdom,4
12865,49,2,784.115,Austria,2
12866,306,1,559.12,Belgium,3
12867,49,7,576.6885714,United Kingdom,2
12868,208,6,267.8433333,United Kingdom,3
12871,107,2,190.32,United Kingdom,4
12872,349,2,299.985,United Kingdom,3
12873,305,1,374,United Kingdom,3
12875,166,2,171.615,United Kingdom,4
12876,80,2,1109.01,Belgium,2
12877,26,12,127.9808333,United Kingdom,4
12878,259,2,427.495,United Kingdom,3
12879,67,3,191.0733333,United Kingdom,4
12881,298,1,298,United Kingdom,3
12882,32,2,731.52,United Kingdom,2
12883,47,4,175.8675,United Kingdom,4
12884,111,1,309.05,United Kingdom,2
12885,86,3,391.74,United Kingdom,2
12886,90,2,689.2,United Kingdom,2
12888,237,2,177.06,United Kingdom,3
12890,47,1,380.47,United Kingdom,2
12891,208,3,110.3333333,United Kingdom,3
12893,53,1,188.14,United Kingdom,4
12895,65,2,186.4,United Kingdom,4
12897,227,2,108.25,United Kingdom,3
12901,31,28,630.5192857,United Kingdom,2
12902,287,1,138.68,United Kingdom,3
12904,41,2,254.79,United Kingdom,4
12906,34,5,583.962,United Kingdom,2
12908,199,2,375,United Kingdom,3
12909,62,5,435.734,United Kingdom,2
12910,46,8,384.38,United Kingdom,2
12912,25,5,332.46,United Kingdom,2
12913,27,5,496.726,United Kingdom,2
12915,171,2,181.825,United Kingdom,4
12916,161,4,751.5375,United Kingdom,2
12917,151,1,594,United Kingdom,2
12919,31,6,222.5316667,United Kingdom,4
12920,40,1,164.23,United Kingdom,4
12921,32,37,448.2997297,United Kingdom,2
12922,184,1,405.38,United Kingdom,3
12923,87,1,176.97,United Kingdom,4
12924,111,4,233.425,United Kingdom,4
12925,27,2,347.025,United Kingdom,2
12928,58,5,412.54,United Kingdom,2
12929,334,1,117.85,United Kingdom,3
12930,101,2,207.9,United Kingdom,4
12931,44,15,2803.730667,United Kingdom,2
12933,47,3,202.51,United Kingdom,4
12935,25,7,308.6714286,United Kingdom,2
12936,40,4,265.975,United Kingdom,4
12937,38,4,376.0675,United Kingdom,2
12938,48,1,114.14,United Kingdom,4
12939,87,8,1447.725,United Kingdom,2
12940,77,2,456.77,United Kingdom,2
12942,154,3,227.9666667,United Kingdom,4
12944,58,2,302.255,United Kingdom,2
12945,311,1,462.95,United Kingdom,3
12947,166,6,267.3316667,United Kingdom,4
12948,39,7,294.9928571,United Kingdom,2
12949,53,8,520.9025,United Kingdom,2
12950,25,3,614.3333333,United Kingdom,2
12951,31,6,177.345,United Kingdom,4
12952,28,4,346.9475,United Kingdom,2
12953,32,1,329.85,United Kingdom,2
12955,24,11,432.4690909,United Kingdom,2
12956,329,1,108.07,United Kingdom,3
12957,32,8,502.1925,United Kingdom,2
12962,30,2,133.195,United Kingdom,4
12963,31,8,232.07875,United Kingdom,4
12965,112,1,771.91,United Kingdom,2
12966,32,1,160.18,United Kingdom,4
12967,381,2,830.45,United Kingdom,3
12968,135,1,135.95,United Kingdom,4
12970,30,4,113.06,United Kingdom,4
12971,26,86,130.1152326,United Kingdom,1
12974,220,1,144.8,United Kingdom,3
12976,234,1,738.6,United Kingdom,3
12977,179,1,39.24,United Kingdom,4
12980,180,9,819.4333333,United Kingdom,2
12981,52,2,186.11,United Kingdom,4
12982,265,1,390.54,United Kingdom,3
12984,41,1,97.5,United Kingdom,4
12985,23,2,619.69,United Kingdom,2
12987,96,2,279.35,United Kingdom,4
12988,315,1,535.32,United Kingdom,3
12989,26,15,461.6073333,United Kingdom,2
12990,54,3,136.5,United Kingdom,4
12991,46,2,251.88,United Kingdom,4
12993,46,4,103.69,United Kingdom,4
12994,27,3,324.8066667,United Kingdom,2
12995,108,1,211.32,United Kingdom,4
12997,45,4,306.7225,United Kingdom,2
12999,219,3,151.96,United Kingdom,3
13000,129,3,178.2833333,United Kingdom,4
13001,27,13,755.2938462,United Kingdom,2
13002,341,1,120.95,United Kingdom,3
13003,128,3,49.68333333,United Kingdom,4
13004,34,18,314.2172222,United Kingdom,2
13005,196,2,256.85,United Kingdom,3
13006,79,1,81.57,United Kingdom,4
13008,346,1,229.47,United Kingdom,3
13011,395,1,50.55,United Kingdom,3
13012,32,8,207.73,United Kingdom,4
13013,24,13,370.0723077,United Kingdom,2
13014,33,10,346.628,United Kingdom,2
13015,76,5,669.256,United Kingdom,2
13016,96,3,263.2966667,United Kingdom,4
13017,30,1,204,United Kingdom,4
13018,39,28,259.9178571,United Kingdom,2
13021,27,9,290.7088889,United Kingdom,2
13023,87,2,344.95,United Kingdom,2
13026,24,5,195.072,United Kingdom,4
13027,136,6,1152,United Kingdom,2
13028,45,2,330.66,United Kingdom,2
13029,53,3,415.8333333,United Kingdom,2
13030,34,2,399.74,United Kingdom,2
13032,75,2,505.09,United Kingdom,2
13033,380,1,190.55,United Kingdom,3
13034,77,2,321.385,United Kingdom,2
13035,96,2,460.94,United Kingdom,2
13037,161,3,293.69,United Kingdom,2
13038,103,3,302.82,United Kingdom,2
13040,31,2,338.495,United Kingdom,2
13043,296,1,516.42,United Kingdom,3
13044,314,1,560.47,United Kingdom,3
13045,122,1,305.28,United Kingdom,2
13046,53,2,314.655,United Kingdom,2
13047,54,10,323.754,United Kingdom,2
13048,37,4,458.9775,United Kingdom,2
13049,87,2,328.34,United Kingdom,2
13050,37,17,343.3447059,United Kingdom,2
13052,235,1,348.15,United Kingdom,3
13055,101,3,404.8033333,United Kingdom,2
13058,47,3,90.46666667,United Kingdom,4
13059,272,1,183.4,United Kingdom,3
13060,276,1,307.53,United Kingdom,3
13061,95,1,248.61,United Kingdom,4
13062,214,1,346.98,United Kingdom,3
13064,35,4,279.8725,United Kingdom,4
13065,396,1,205.86,United Kingdom,3
13066,47,2,235.4,United Kingdom,4
13067,105,1,115.46,United Kingdom,4
13068,33,2,172,United Kingdom,4
13069,23,24,184.8383333,United Kingdom,4
13070,215,1,228.8,United Kingdom,3
13072,289,1,177.15,United Kingdom,3
13075,152,1,919.61,United Kingdom,2
13077,24,4,182.3175,United Kingdom,4
13078,26,26,485.69,United Kingdom,2
13079,27,5,44.02,United Kingdom,4
13080,202,1,58.08,United Kingdom,4
13081,34,11,2576.125455,United Kingdom,2
13082,149,9,401.5144444,United Kingdom,2
13083,27,2,151.875,United Kingdom,4
13085,180,2,208.04,United Kingdom,3
13089,25,97,606.4518557,United Kingdom,1
13090,31,14,636.4871429,United Kingdom,2
13091,51,1,345.82,United Kingdom,2
13092,93,5,95.566,United Kingdom,4
13093,298,8,979.05875,United Kingdom,3
13094,44,12,160.61,United Kingdom,4
13095,93,1,74.4,United Kingdom,4
13097,55,10,601.042,United Kingdom,2
13098,24,28,1031.515714,United Kingdom,2
13099,122,1,207.36,United Kingdom,4
13101,257,1,101.19,United Kingdom,3
13102,24,24,267.6704167,United Kingdom,2
13103,62,1,243.94,United Kingdom,4
13104,26,6,183.08,United Kingdom,4
13106,156,1,76.5,United Kingdom,4
13107,67,4,382.905,United Kingdom,2
13108,395,1,350.06,United Kingdom,3
13109,82,2,393.27,United Kingdom,2
13110,54,7,212.6671429,United Kingdom,4
13113,23,24,510.2483333,United Kingdom,2
13115,34,4,573.695,United Kingdom,2
13116,161,1,501.14,United Kingdom,2
13117,44,8,123.11375,United Kingdom,4
13118,42,5,239.562,United Kingdom,4
13120,261,1,30.6,United Kingdom,3
13121,292,1,283.73,United Kingdom,3
13122,117,2,461.195,United Kingdom,2
13124,112,3,1288.776667,United Kingdom,2
13126,27,8,262.455,United Kingdom,4
13127,100,1,259.17,United Kingdom,4
13130,117,1,64,United Kingdom,4
13131,46,3,357.7666667,United Kingdom,2
13132,284,1,77.3,United Kingdom,3
13133,296,2,54.9,United Kingdom,3
13134,108,4,448.395,United Kingdom,2
13135,219,1,3096,United Kingdom,2
13136,79,5,521.522,United Kingdom,2
13137,33,8,456.30125,United Kingdom,2
13138,45,6,160.3983333,United Kingdom,4
13139,39,7,723.5628571,United Kingdom,2
13140,131,3,141.24,United Kingdom,4
13141,107,5,477.75,United Kingdom,2
13142,42,1,307.09,United Kingdom,2
13144,355,1,110.95,United Kingdom,3
13145,62,4,154.63,United Kingdom,4
13146,49,1,228.91,United Kingdom,4
13147,33,4,178.2,United Kingdom,4
13148,52,12,308.9266667,United Kingdom,2
13149,37,4,419.015,United Kingdom,2
13151,318,1,1257.87,United Kingdom,3
13153,28,1,486.22,United Kingdom,2
13155,56,4,242.94,United Kingdom,4
13157,72,4,435.305,United Kingdom,2
13158,117,4,300.265,United Kingdom,2
13159,31,4,359.4625,United Kingdom,2
13160,45,1,91.8,United Kingdom,4
13161,336,1,112.75,United Kingdom,3
13162,145,4,422.0725,United Kingdom,2
13165,69,2,510.74,United Kingdom,2
13166,306,1,417.2,United Kingdom,3
13167,41,4,197.8325,United Kingdom,4
13168,59,4,329.7975,United Kingdom,2
13169,86,2,356.44,United Kingdom,2
13170,49,1,116.01,United Kingdom,4
13171,44,3,156.1366667,United Kingdom,4
13173,27,2,176.825,United Kingdom,4
13174,39,3,939.01,United Kingdom,2
13176,69,1,492.84,United Kingdom,2
13177,87,1,282.45,United Kingdom,4
13178,49,11,520.4972727,United Kingdom,2
13182,68,1,121.18,United Kingdom,4
13183,30,9,439.7533333,United Kingdom,2
13184,37,10,170.129,United Kingdom,4
13185,290,1,71.4,United Kingdom,3
13186,62,3,525.2966667,United Kingdom,2
13187,360,1,236.02,United Kingdom,3
13188,34,1,114.6,United Kingdom,4
13189,41,2,130.34,United Kingdom,4
13192,118,2,455.97,United Kingdom,2
13193,84,1,117.88,United Kingdom,4
13194,158,1,60.7,United Kingdom,4
13196,34,4,449.445,United Kingdom,2
13198,33,6,566.8733333,United Kingdom,2
13199,26,38,258.3452632,United Kingdom,2
13200,42,4,217.5225,United Kingdom,4
13203,32,4,217.365,United Kingdom,4
13207,38,2,125.13,United Kingdom,4
13208,81,6,203.9833333,United Kingdom,4
13209,53,8,736.45125,United Kingdom,2
13210,116,1,353.48,United Kingdom,2
13211,33,3,399.14,United Kingdom,2
13212,42,3,262.6933333,United Kingdom,4
13213,79,5,304.116,United Kingdom,2
13216,290,1,333.74,United Kingdom,3
13217,145,3,177.9933333,United Kingdom,4
13218,150,1,62.64,United Kingdom,4
13220,101,4,204.8225,United Kingdom,4
13221,263,2,423.705,United Kingdom,3
13223,223,2,81.6,United Kingdom,3
13224,83,2,1077.975,United Kingdom,2
13225,26,7,923.4057143,United Kingdom,2
13226,296,1,108.21,United Kingdom,3
13227,224,1,257.7,United Kingdom,3
13228,104,1,358,United Kingdom,2
13229,248,1,160.95,United Kingdom,3
13230,27,14,200.4978571,United Kingdom,4
13232,35,7,193.9428571,United Kingdom,4
13233,97,2,302.56,United Kingdom,2
13235,235,1,1031.07,United Kingdom,2
13236,47,2,372.425,United Kingdom,2
13238,40,4,175.1825,United Kingdom,4
13239,284,1,329.56,United Kingdom,3
13240,119,4,165.9125,United Kingdom,4
13242,135,3,90.13333333,United Kingdom,4
13243,226,1,600.07,United Kingdom,3
13244,115,1,121.74,United Kingdom,4
13245,73,1,430.5,United Kingdom,2
13246,41,6,331.2166667,United Kingdom,2
13247,40,4,125.28,United Kingdom,4
13248,147,2,232.84,United Kingdom,4
13249,115,3,237.1366667,United Kingdom,4
13253,179,2,515.2,United Kingdom,2
13255,32,2,199.755,United Kingdom,4
13258,34,3,232.86,United Kingdom,4
13259,84,1,292.32,United Kingdom,4
13260,84,1,557.62,United Kingdom,2
13261,291,2,472.05,United Kingdom,3
13262,286,1,200.29,United Kingdom,3
13263,24,35,212.9734286,United Kingdom,2
13265,76,5,421.532,United Kingdom,2
13266,34,12,319.5216667,United Kingdom,2
13267,25,19,237.9731579,United Kingdom,2
13268,40,11,292.2445455,United Kingdom,2
13269,24,15,356.4153333,United Kingdom,2
13270,389,1,590,United Kingdom,3
13271,60,1,217.38,United Kingdom,4
13272,54,2,138.28,United Kingdom,4
13273,136,1,138.98,United Kingdom,4
13276,86,2,295.465,United Kingdom,2
13277,38,4,64.6,United Kingdom,4
13278,63,1,542.73,United Kingdom,2
13279,101,1,137.75,United Kingdom,4
13280,145,3,271.62,United Kingdom,4
13282,41,3,377.38,United Kingdom,2
13283,82,2,46.83,United Kingdom,4
13284,353,1,201.19,United Kingdom,3
13285,46,4,677.28,United Kingdom,2
13291,178,1,361.11,United Kingdom,3
13292,61,2,289.47,United Kingdom,4
13294,212,2,436.87,United Kingdom,3
13295,382,1,201.2,United Kingdom,3
13296,160,1,87.4,United Kingdom,4
13297,30,4,522.4625,United Kingdom,2
13298,24,1,360,United Kingdom,2
13299,291,1,142.5,United Kingdom,3
13300,192,1,371.89,United Kingdom,3
13301,126,4,154.5225,United Kingdom,4
13302,178,1,63.75,United Kingdom,4
13304,374,1,300.42,United Kingdom,3
13305,27,10,200.086,United Kingdom,4
13307,143,1,15,United Kingdom,4
13308,45,3,461.8366667,United Kingdom,2
13309,30,5,291.358,United Kingdom,2
13310,51,3,377.3433333,United Kingdom,2
13311,27,2,299.285,United Kingdom,2
13313,45,5,311.064,United Kingdom,2
13314,24,3,258.6466667,United Kingdom,4
13316,60,4,1494.4325,United Kingdom,2
13317,89,6,378.9466667,United Kingdom,2
13318,24,3,213.5866667,United Kingdom,4
13319,28,26,417.1365385,United Kingdom,2
13320,101,4,387.175,United Kingdom,2
13321,95,2,283.68,United Kingdom,4
13322,40,1,199.48,United Kingdom,4
13323,26,5,157.57,United Kingdom,4
